duration, protocol_type, service, flag, src_bytes, dst_bytes, land, wrong_fragment, urgent, hot, num_failed_logins, logged_in, num_compromised, root_shell, su_attempted, num_root, num_file_creations, num_shells, num_access_files, num_outbound_cmds, is_host_login, is_guest_login, count, srv_count, serror_rate, srv_error_rate, rerror_rate, srv_rerror_rate, same_srv_rate, diff_srv_rate, srv_diff_host_rate, dst_host_count, dst_host_srv_count, dst_host_same_srv_rate, dst_host_diff_srv_rate, dst_host_same_src_port_rate, dst_host_srv_diff_host_rate, dst_host_serror_rate, dst_host_srv_serror_rate, dst_host_rerror_rate, dst_host_srv_rerror_rate
0.0,0,0.59,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.23,0.003,0.1,0.1,0.0,0.0,0.001,0.007,0.0,0.255,0.003,0.001,0.008,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.01,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.28,0.005,0.1,0.1,0.0,0.0,0.002,0.006,0.0,0.255,0.007,0.003,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.224,0.014,0.1,0.1,0.0,0.0,0.006,0.007,0.0,0.255,0.013,0.005,0.006,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.236,0.015,0.1,0.1,0.0,0.0,0.006,0.008,0.0,0.255,0.015,0.006,0.008,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.109,0.009,0.1,0.1,0.0,0.0,0.008,0.006,0.0,0.255,0.019,0.007,0.006,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.264,0.007,0.1,0.1,0.0,0.0,0.003,0.006,0.0,0.255,0.009,0.004,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.14,0.016,0.1,0.1,0.0,0.0,0.011,0.007,0.0,0.255,0.016,0.006,0.008,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.025,0.001,0.1,0.1,0.0,0.0,0.004,0.024,0.0,0.255,0.001,0.0,0.009,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.212,0.013,0.1,0.1,0.0,0.0,0.006,0.007,0.0,0.255,0.013,0.005,0.006,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.122,0.002,0.1,0.1,0.0,0.0,0.002,0.006,0.0,0.255,0.016,0.006,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.41,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.21,0.004,0.1,0.1,0.0,0.0,0.002,0.007,0.0,0.255,0.004,0.002,0.008,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.298,0.003,0.1,0.1,0.0,0.0,0.001,0.006,0.0,0.255,0.005,0.002,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.278,0.013,0.1,0.1,0.0,0.0,0.005,0.006,0.0,0.255,0.014,0.005,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.14,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.267,0.01,0.1,0.1,0.0,0.0,0.004,0.006,0.0,0.255,0.01,0.004,0.008,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.244,0.021,0.1,0.1,0.0,0.0,0.009,0.005,0.0,0.255,0.021,0.008,0.006,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.166,0.019,0.1,0.1,0.0,0.0,0.011,0.006,0.0,0.255,0.019,0.007,0.005,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.141,0.008,0.1,0.1,0.0,0.0,0.006,0.007,0.0,0.255,0.008,0.003,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.17,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.252,0.004,0.1,0.1,0.0,0.0,0.002,0.006,0.0,0.255,0.006,0.002,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.13,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.233,0.004,0.1,0.1,0.0,0.0,0.002,0.006,0.0,0.255,0.004,0.002,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.252,0.004,0.1,0.1,0.0,0.0,0.002,0.006,0.0,0.255,0.006,0.002,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.009,0.1,0.1,0.0,0.0,0.011,0.006,0.0,0.255,0.009,0.004,0.007,0.0,0.0,0.1,0.1,0.0,0.0
