duration, protocol_type, service, flag, src_bytes, dst_bytes, land, wrong_fragment, urgent, hot, num_failed_logins, logged_in, num_compromised, root_shell, su_attempted, num_root, num_file_creations, num_shells, num_access_files, num_outbound_cmds, is_host_login, is_guest_login, count, srv_count, serror_rate, srv_error_rate, rerror_rate, srv_rerror_rate, same_srv_rate, diff_srv_rate, srv_diff_host_rate, dst_host_count, dst_host_srv_count, dst_host_same_srv_rate, dst_host_diff_srv_rate, dst_host_same_src_port_rate, dst_host_srv_diff_host_rate, dst_host_serror_rate, dst_host_srv_serror_rate, dst_host_rerror_rate, dst_host_srv_rerror_rate
0.0,0,0.27,0.05,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.245,0.01,0.0,0.0,0.1,0.1,0.004,0.007,0.0,0.255,0.01,0.004,0.007,0.0,0.0,0.0,0.0,0.1,0.1
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.152,0.024,0.1,0.1,0.0,0.0,0.016,0.005,0.0,0.255,0.024,0.009,0.005,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.244,0.011,0.1,0.1,0.0,0.0,0.005,0.006,0.0,0.255,0.011,0.004,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.111,0.007,0.1,0.1,0.0,0.0,0.006,0.006,0.0,0.255,0.013,0.005,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.103,0.001,0.1,0.1,0.0,0.0,0.001,0.008,0.0,0.255,0.018,0.007,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.135,0.01,0.1,0.1,0.0,0.0,0.007,0.007,0.0,0.255,0.009,0.004,0.006,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.195,0.002,0.1,0.1,0.0,0.0,0.001,0.005,0.0,0.255,0.002,0.001,0.005,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.222,0.009,0.1,0.1,0.0,0.0,0.004,0.006,0.0,0.255,0.012,0.005,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.238,0.016,0.1,0.1,0.0,0.0,0.007,0.007,0.0,0.255,0.016,0.006,0.006,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0,0.12,0.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.128,0.003,0.1,0.1,0.0,0.0,0.002,0.006,0.0,0.255,0.012,0.005,0.007,0.0,0.0,0.1,0.1,0.0,0.0
