duration, protocol_type, service, flag, src_bytes, dst_bytes, land, wrong_fragment, urgent, hot, num_failed_logins, logged_in, num_compromised, root_shell, su_attempted, num_root, num_file_creations, num_shells, num_access_files, num_outbound_cmds, is_host_login, is_guest_login, count, srv_count, serror_rate, srv_error_rate, rerror_rate, srv_rerror_rate, same_srv_rate, diff_srv_rate, srv_diff_host_rate, dst_host_count, dst_host_srv_count, dst_host_same_srv_rate, dst_host_diff_srv_rate, dst_host_same_src_port_rate, dst_host_srv_diff_host_rate, dst_host_serror_rate, dst_host_srv_serror_rate, dst_host_rerror_rate, dst_host_srv_rerror_rate
0,0.02,0.06,0.0,8e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.016,0.0,0.0,0,0,0.1,0.0,0.1,0.002,0.166,0.1,0.0,0.1,0.025,0.0,0.0,0,0
0,0.02,0.06,0.0,8e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.043,0.0,0.0,0,0,0.1,0.0,0.1,0.003,0.011,0.1,0.0,0.1,0.027,0.0,0.0,0,0
0,0.02,0.06,0.0,8e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.01,0.0,0.0,0,0,0.1,0.0,0.1,0.001,0.169,0.1,0.0,0.1,0.025,0.0,0.0,0,0
0,0.02,0.06,0.0,8e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.006,0.0,0.0,0,0,0.1,0.0,0.1,0.002,0.194,0.1,0.0,0.1,0.025,0.0,0.0,0,0
0,0.01,0.12,0.0,0.00215,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.0,0.0,0,0,0.1,0.0,0.0,0.001,0.001,0.1,0.0,0.1,0.0,0.0,0.0,0,0
0,0.0,0.44,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.1,0.1,0,0,0.1,0.0,0.0,0.142,0.001,0.001,0.093,0.094,0.0,0.094,0.1,0,0
0,0.02,0.06,0.0,8e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.048,0.0,0.0,0,0,0.1,0.0,0.1,0.004,0.248,0.1,0.0,0.1,0.025,0.0,0.0,0,0
0,0.02,0.06,0.0,8e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0.0,0.0,0,0,0.1,0.0,0.1,0.001,0.209,0.1,0.0,0.1,0.025,0.0,0.0,0,0
0,0.02,0.06,0.0,8e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.018,0.0,0.0,0,0,0.1,0.0,0.1,0.001,0.017,0.1,0.0,0.1,0.029,0.0,0.0,0,0
0,0.0,0.12,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.1,0.1,0,0,0.1,0.0,0.0,0.086,0.001,0.001,0.088,0.091,0.0,0.091,0.1,0,0
